rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,3,3,3
199,25,56,graphml/AttMpls.graphml,4,15,45,random,-1,-1,-1,-1
198,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,-1,-1,-1
197,25,56,graphml/AttMpls.graphml,4,15,45,random,-1,-1,-1,-1
196,25,56,graphml/AttMpls.graphml,4,15,45,random,-1,-1,-1,-1
195,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,2,3,2
194,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,10,10,-1
193,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,2,2,2
192,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,3,12,3
191,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,4,4,4
190,25,56,graphml/AttMpls.graphml,4,15,45,random,-1,-1,-1,-1
189,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,3,3,3
188,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,-1,-1,-1
187,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,2,2,2
186,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,2,3,2
185,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,-1,-1,-1
184,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,3,3,3
183,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,-1,-1,-1
182,25,56,graphml/AttMpls.graphml,4,15,45,random,-1,-1,-1,-1
181,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,-1,-1,-1
180,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,-1,-1,-1
179,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,-1,-1,-1
178,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,-1,-1,-1
177,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,5,8,5
176,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,-1,-1,-1
175,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,2,6,2
174,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,3,3,3
173,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,-1,-1,-1
172,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,-1,-1,-1
171,25,56,graphml/AttMpls.graphml,4,15,45,random,-1,-1,-1,-1
170,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,-1,-1,-1
169,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,5,7,3
168,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,-1,-1,-1
167,25,56,graphml/AttMpls.graphml,4,15,45,random,-1,-1,-1,-1
166,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,11,4,7
165,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,-1,-1,-1
164,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,-1,-1,-1
163,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,-1,-1,-1
162,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,2,2,2
161,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,3,3,3
160,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,3,8,3
159,25,56,graphml/AttMpls.graphml,4,15,45,random,-1,-1,-1,-1
158,25,56,graphml/AttMpls.graphml,4,15,45,random,-1,-1,-1,-1
157,25,56,graphml/AttMpls.graphml,4,15,45,random,-1,-1,-1,-1
156,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,-1,-1,-1
155,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,4,4,4
154,25,56,graphml/AttMpls.graphml,4,15,45,random,-1,-1,-1,-1
153,25,56,graphml/AttMpls.graphml,3,15,30,random,-1,3,3,3
152,25,56,graphml/AttMpls.graphml,2,15,15,random,-1,2,2,2
