rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,25,56,graphml/AttMpls.graphml,4,11,33,random,-1,-1,-1,-1
199,25,56,graphml/AttMpls.graphml,3,11,22,random,-1,4,10,8
198,25,56,graphml/AttMpls.graphml,3,11,22,random,-1,-1,-1,-1
197,25,56,graphml/AttMpls.graphml,4,11,33,random,-1,-1,-1,-1
196,25,56,graphml/AttMpls.graphml,2,11,11,random,-1,-1,-1,-1
195,25,56,graphml/AttMpls.graphml,3,11,22,random,-1,-1,-1,-1
194,25,56,graphml/AttMpls.graphml,2,11,11,random,-1,-1,-1,-1
193,25,56,graphml/AttMpls.graphml,4,11,33,random,-1,2,2,2
192,25,56,graphml/AttMpls.graphml,4,11,33,random,-1,-1,-1,-1
191,25,56,graphml/AttMpls.graphml,4,11,33,random,-1,-1,-1,-1
190,25,56,graphml/AttMpls.graphml,3,11,22,random,-1,2,2,2
189,25,56,graphml/AttMpls.graphml,3,11,22,random,-1,-1,-1,-1
188,25,56,graphml/AttMpls.graphml,3,11,22,random,-1,-1,-1,-1
187,25,56,graphml/AttMpls.graphml,5,11,44,random,-1,-1,-1,-1
186,25,56,graphml/AttMpls.graphml,2,11,11,random,-1,4,4,4
185,25,56,graphml/AttMpls.graphml,4,11,33,random,-1,4,4,10
184,25,56,graphml/AttMpls.graphml,2,11,11,random,-1,2,2,2
183,25,56,graphml/AttMpls.graphml,2,11,11,random,-1,6,6,6
182,25,56,graphml/AttMpls.graphml,2,11,11,random,-1,4,4,4
181,25,56,graphml/AttMpls.graphml,3,11,22,random,-1,-1,-1,-1
180,25,56,graphml/AttMpls.graphml,3,11,22,random,-1,4,-1,4
179,25,56,graphml/AttMpls.graphml,2,11,11,random,-1,3,3,3
178,25,56,graphml/AttMpls.graphml,2,11,11,random,-1,2,3,2
177,25,56,graphml/AttMpls.graphml,3,11,22,random,-1,3,6,3
176,25,56,graphml/AttMpls.graphml,2,11,11,random,-1,-1,-1,-1
175,25,56,graphml/AttMpls.graphml,5,11,44,random,-1,-1,-1,-1
174,25,56,graphml/AttMpls.graphml,3,11,22,random,-1,-1,-1,-1
