rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
199,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,12,-1,6
198,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
197,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
196,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
195,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
194,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,3,3,3
193,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,3,3,3
192,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,-1,-1,-1
191,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,2,3,2
190,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,13,-1,-1
189,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
188,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,3,3,3
187,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
186,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,4,4,4
185,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,4,4,4
184,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,3,3,3
183,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,11,-1,-1
182,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
181,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,-1,-1,-1
180,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
179,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,-1,-1,-1
178,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,2,2,2
177,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
176,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
175,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
174,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,-1,-1,-1
173,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,3,3,3
172,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
171,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
170,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,-1,-1,-1
169,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
168,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
167,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
166,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
165,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
164,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
163,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,-1,-1,-1
162,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,-1,-1,-1
161,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,3,3,3
160,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,-1,-1,-1
159,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
158,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,3,2,3
157,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,-1,-1,-1
156,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,-1,-1,-1
155,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,3,-1,3
154,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,-1,-1,-1
153,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,-1,-1,-1
152,25,56,graphml/AttMpls.graphml,3,19,38,random,-1,-1,-1,-1
151,25,56,graphml/AttMpls.graphml,2,19,19,random,-1,7,14,9
