rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
199,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
198,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
197,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,2,2,2
196,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,10,-1,-1
195,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,4,4,4
194,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
193,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
192,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
191,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
190,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
189,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
188,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
187,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,4,4,7
186,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,5,5,-1
185,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
184,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,3,3,3
183,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,3,5,3
182,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,2,2,2
181,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
180,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
179,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
178,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
177,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
176,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
175,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
174,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
173,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
172,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
171,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
170,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
169,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,2,2,2
168,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
167,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
166,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
165,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
164,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
163,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
162,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
161,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
160,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
159,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,2,2,2
158,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
157,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
156,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
155,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
154,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
153,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
152,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
151,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
150,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,2,8,2
149,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
148,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
147,25,56,graphml/AttMpls.graphml,2,25,25,random,-1,-1,-1,-1
146,25,56,graphml/AttMpls.graphml,3,25,50,random,-1,-1,-1,-1
