rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,6,7,6
199,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,8,8,8
198,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,4,5,4
197,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,2,4,2
196,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,6,6,6
195,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,11,11,11
194,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,5,5,5
193,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,10,10,10
192,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,8,8,8
191,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,8,8,8
190,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,10,10,10
189,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,7,7,7
188,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,4,4,4
187,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,3,3,3
186,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,12,12,12
185,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,9,9,9
184,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,7,7,7
183,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,10,10,10
182,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,10,10,10
181,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,8,8,8
180,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,4,7,4
179,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,9,9,9
178,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,7,7,7
177,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,6,6,6
176,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,4,4,4
175,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,3,3,3
174,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,7,10,7
173,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,8,8,8
172,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,9,9,9
171,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,5,5,5
170,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,9,9,9
169,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,12,12,12
168,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,5,5,5
167,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,15,27,15
166,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,9,9,9
165,93,103,graphml/Oteglobe.graphml,1,1,0,random,-1,8,8,8
164,93,103,graphml/Oteglobe.graphml,2,1,1,random,-1,6,6,6
