rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,4,4,4
199,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,4,4,4
198,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,8,8,8
197,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,10,-1,28
196,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,34,12,34
195,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,9,9,9
194,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,3,3,3
193,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,3,3,3
192,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,7,7,7
191,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,10,10,10
190,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,2,2,2
189,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,11,11,11
188,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,12,10,10
187,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,13,13,13
186,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,7,7,7
185,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,8,8,8
184,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,9,9,9
183,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,17,37,17
182,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,5,5,5
181,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,10,10,10
180,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,4,4,4
179,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,4,4,4
178,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
177,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,10,10,10
176,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,10,10,10
175,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,30,18,30
174,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,9,9,9
173,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,7,7,7
172,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,9,9,9
171,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,5,5,5
170,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,13,13,13
169,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,8,8,8
168,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,8,8,8
167,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,7,7,7
166,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,6,6,6
165,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
164,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,12,12,12
163,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
162,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,8,8,8
161,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,44,20,44
160,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,2,2,2
159,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
158,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,7,7,7
157,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,4,4,4
156,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,7,-1,7
155,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,13,13,13
154,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
153,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,5,5,5
152,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,10,10,10
151,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,7,7,7
150,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,6,6,6
149,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,9,7,9
148,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,5,5,5
147,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,4,4,4
146,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,6,6,6
145,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,12,-1,12
144,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,6,6,6
143,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,10,10,10
142,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,3,3,3
141,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,7,13,7
140,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,9,9,9
139,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
138,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,10,10,10
137,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
136,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,7,-1,7
135,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,7,7,7
134,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,11,11,11
133,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,11,11,11
132,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
131,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
130,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
129,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,8,8,8
128,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,3,3,3
127,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,7,7,7
126,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,6,6,6
125,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,8,-1,8
124,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,2,2,2
123,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,11,11,11
122,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,5,5,5
121,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
120,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,5,5,5
119,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
118,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,7,5,25
117,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,3,3,3
116,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,11,11,11
115,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
114,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,7,7,7
113,93,103,graphml/Oteglobe.graphml,3,13,26,random,-1,23,23,23
112,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,9,-1,9
111,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,6,6,6
110,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,10,-1,10
109,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,7,-1,7
108,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,12,12,12
107,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,3,3,3
106,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,10,10,10
105,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
104,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,6,6,6
103,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,14,28,14
102,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,8,8,8
101,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
100,93,103,graphml/Oteglobe.graphml,3,13,26,random,-1,-1,-1,-1
99,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,6,6,6
98,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,10,10,10
97,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,12,12,12
96,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,7,7,7
95,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
94,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,9,9,9
93,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,6,6,6
92,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,8,8,8
91,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,4,4,4
90,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,5,5,5
89,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,8,8,8
88,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,4,4,4
87,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,8,8,8
86,93,103,graphml/Oteglobe.graphml,3,13,26,random,-1,19,13,19
85,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,9,9,9
84,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,3,3,3
83,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,2,2,2
82,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
81,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,2,2,2
80,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,4,4,4
79,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,4,4,4
78,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,7,7,7
77,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,9,9,9
76,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,2,2,2
75,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,6,6,6
74,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,4,6,4
73,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
72,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,4,4,4
71,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,8,12,8
70,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,8,8,8
69,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,7,7,7
68,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
67,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,6,6,6
66,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,11,11,11
65,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,7,7,7
64,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
63,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
62,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,12,12,12
61,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,6,6,6
60,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,4,4,4
59,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
58,93,103,graphml/Oteglobe.graphml,3,13,26,random,-1,-1,-1,-1
57,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
56,93,103,graphml/Oteglobe.graphml,2,13,13,random,-1,-1,-1,-1
55,93,103,graphml/Oteglobe.graphml,1,13,0,random,-1,10,10,10
