rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,9,9,9
199,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,2,2,2
198,93,103,graphml/Oteglobe.graphml,3,5,10,random,-1,9,9,9
197,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,9,9,9
196,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,-1,-1,-1
195,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,4,4,4
194,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,9,9,9
193,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,6,6,6
192,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,22,-1,22
191,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,5,5,5
190,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,10,10,10
189,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,12,12,12
188,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,9,9,9
187,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,4,4,4
186,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,5,5,5
185,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,6,6,6
184,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,8,8,8
183,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,4,5,4
182,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,10,10,10
181,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,3,3,3
180,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,6,6,6
179,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,12,12,12
178,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
177,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,3,3,3
176,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,8,8,8
175,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,6,7,6
174,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,3,3,3
173,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,6,6,6
172,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
171,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,11,11,11
170,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,6,6,6
169,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,2,2,2
168,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,11,11,11
167,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
166,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,7,7,7
165,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,12,12,12
164,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,11,11,11
163,93,103,graphml/Oteglobe.graphml,3,5,10,random,-1,16,18,16
162,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,6,6,6
161,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,6,6,6
160,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,3,3,3
159,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,2,2,2
158,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,4,4,4
157,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,7,7,7
156,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,3,3,3
155,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,8,8,8
154,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,-1,-1,-1
153,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,9,9,9
152,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,4,4,4
151,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,6,6,6
150,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,2,2,2
149,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,5,5,5
148,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,12,12,12
147,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,11,11,11
146,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,4,4,4
145,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,5,7,5
144,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,3,3,3
143,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,2,2,2
142,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,16,44,9
141,93,103,graphml/Oteglobe.graphml,3,5,10,random,-1,6,6,6
140,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,9,9,9
139,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
138,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,5,5,5
137,93,103,graphml/Oteglobe.graphml,3,5,10,random,-1,12,-1,12
136,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
135,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,7,7,7
134,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,8,8,8
133,93,103,graphml/Oteglobe.graphml,3,5,10,random,-1,49,-1,27
132,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,11,35,11
131,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,2,2,2
130,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,13,13,13
129,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,7,7,7
128,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,8,8,8
127,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,3,3,3
126,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,26,-1,12
125,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,10,10,10
124,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,2,2,2
123,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,8,8,8
122,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,11,11,11
121,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
120,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,8,8,8
119,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,8,8,8
118,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,5,5,5
117,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,-1,-1,-1
116,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,8,8,8
115,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,6,6,6
114,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,6,6,6
113,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,11,11,11
112,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,5,5,5
111,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,10,10,10
110,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,11,11,11
109,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,4,4,4
108,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,4,4,4
107,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,9,9,9
106,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,8,-1,8
105,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,9,9,9
104,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,3,3,3
103,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,9,9,9
102,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
101,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,12,12,12
100,93,103,graphml/Oteglobe.graphml,3,5,10,random,-1,3,3,3
99,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,11,11,11
98,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,5,5,5
97,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,7,7,7
96,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,5,5,5
95,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,5,5,5
94,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,4,4,4
93,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,8,8,8
92,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,6,16,7
91,93,103,graphml/Oteglobe.graphml,3,5,10,random,-1,10,12,10
90,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,3,3,3
89,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,8,8,8
88,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,2,4,2
87,93,103,graphml/Oteglobe.graphml,4,5,15,random,-1,-1,-1,-1
86,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,11,11,11
85,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,10,10,10
84,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
83,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,2,2,2
82,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
81,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,7,7,7
80,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,6,6,6
79,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,3,3,3
78,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,7,7,7
77,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,10,10,10
76,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,2,2,2
75,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,8,-1,8
74,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,3,7,3
73,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,5,5,5
72,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,4,4,4
71,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,9,9,9
70,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,3,3,3
69,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,3,3,3
68,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,9,9,9
67,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,6,6,6
66,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,3,3,3
65,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,11,11,11
64,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,5,5,5
63,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,3,3,3
62,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,6,6,6
61,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,6,7,6
60,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,3,3,3
59,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,6,6,6
58,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,10,10,10
57,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
56,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,6,6,6
55,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,8,8,8
54,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,14,33,14
53,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
52,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,2,2,2
51,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,3,3,3
50,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,4,4,4
49,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,10,10,10
48,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,9,9,9
47,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,11,11,11
46,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,8,8,8
45,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,9,9,9
44,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,10,10,10
43,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
42,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,10,10,10
41,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,-1,-1,-1
40,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,4,4,4
39,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,10,10,10
38,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,8,8,8
37,93,103,graphml/Oteglobe.graphml,3,5,10,random,-1,8,8,8
36,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,8,8,8
35,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
34,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,5,5,5
33,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,9,9,9
32,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,9,9,9
31,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,29,27,29
30,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,10,10,10
29,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,6,6,6
28,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,10,10,10
27,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,-1,-1,-1
26,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,6,6,6
25,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,14,19,14
24,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,6,6,6
23,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,12,12,12
22,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
21,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,8,8,8
20,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,11,35,11
19,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,5,5,5
18,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,9,9,9
17,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,4,4,4
16,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,12,12,12
15,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,2,2,2
14,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,6,6,6
13,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,6,6,6
12,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,13,17,13
11,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,9,9,9
10,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,11,11,11
9,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,7,7,7
8,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,10,10,10
7,93,103,graphml/Oteglobe.graphml,1,5,0,random,-1,6,6,6
6,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,7,15,7
5,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,9,12,9
4,93,103,graphml/Oteglobe.graphml,3,5,10,random,-1,-1,-1,-1
3,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,3,3,3
2,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,6,6,6
1,93,103,graphml/Oteglobe.graphml,2,5,5,random,-1,7,7,7
