Avg. Hops of Tree with Header,Avg. Hops of EDP with Header,Avg. Hops of MutipleTree,Resilience of Tree with Header,Resilience of EDP with Header,Resilience of Tree
7.18,7.18,7.37,1.0,1.0,1.0
6.495,6.49,6.7,1.0,1.0,1.0
7.11,6.88,7.155,1.0,1.0,1.0
7.693467336683417,7.35678391959799,8.64321608040201,0.995,0.995,0.995
12.58235294117647,12.494047619047619,13.43452380952381,0.85,0.84,0.84
15.916666666666666,15.992700729927007,16.45,0.72,0.685,0.7
14.905405405405405,14.257142857142858,13.640625,0.37,0.35,0.32
14.16,9.0,9.916666666666666,0.125,0.115,0.12
10.785714285714286,24.571428571428573,7.090909090909091,0.07,0.07,0.055
