rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,14,14,14
199,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,6,6,6
198,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,9,9,9
197,93,103,graphml/Oteglobe.graphml,2,,1,clustered,0.3;-0.3,8,9,8
196,93,103,graphml/Oteglobe.graphml,2,,1,clustered,0.3;-0.3,5,5,5
195,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,9,9,9
194,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,8,8,8
193,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,5,5,5
192,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,8,8,8
191,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,6,6,6
190,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,8,8,8
189,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,3,3,3
188,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,2,2,2
187,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,2,2,2
186,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,7,7,7
185,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,7,7,7
184,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,2,2,2
183,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,9,9,9
182,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,6,6,6
181,93,103,graphml/Oteglobe.graphml,1,,1,clustered,0.3;-0.3,22,22,9
180,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,10,10,10
179,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,13,13,13
178,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,5,5,5
177,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,5,5,5
176,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,6,6,6
175,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,5,5,5
174,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,2,2,2
173,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,5,5,5
172,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,7,7,7
171,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,7,7,7
170,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,9,9,9
169,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,3,3,3
168,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,8,8,8
167,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,6,6,6
166,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,13,13,13
165,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,2,2,2
164,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,7,7,7
163,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,4,4,4
162,93,103,graphml/Oteglobe.graphml,2,,1,clustered,0.3;-0.3,4,4,4
161,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,3,3,3
160,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,4,4,4
159,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,9,9,9
158,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,11,11,11
157,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,5,5,5
156,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.3;-0.3,5,5,5
155,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.3;-0.3,7,7,7
