rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
199,197,243,graphml/Cogentco.graphml,2,,8,clustered,0.7;-0.3,-1,-1,-1
198,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,20,67,20
197,197,243,graphml/Cogentco.graphml,1,,3,clustered,0.7;-0.3,-1,-1,-1
196,197,243,graphml/Cogentco.graphml,1,,7,clustered,0.7;-0.3,-1,-1,-1
195,197,243,graphml/Cogentco.graphml,3,,6,clustered,0.7;-0.3,-1,-1,-1
194,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,34,14,38
193,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.7;-0.3,18,19,18
192,197,243,graphml/Cogentco.graphml,1,,10,clustered,0.7;-0.3,15,15,15
191,197,243,graphml/Cogentco.graphml,2,,11,clustered,0.7;-0.3,6,6,6
190,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,15,-1,13
189,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
188,197,243,graphml/Cogentco.graphml,1,,4,clustered,0.7;-0.3,9,9,9
187,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.7;-0.3,65,16,-1
186,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,7,7,7
185,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,-1,-1,-1
184,197,243,graphml/Cogentco.graphml,3,,6,clustered,0.7;-0.3,-1,-1,-1
183,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
182,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,23,20,23
181,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,13,13,13
180,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,16,16,16
179,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,19,39,19
178,197,243,graphml/Cogentco.graphml,1,,6,clustered,0.7;-0.3,-1,-1,-1
177,197,243,graphml/Cogentco.graphml,3,,8,clustered,0.7;-0.3,28,18,-1
176,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,23,61,23
175,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,25,43,25
174,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
173,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.7;-0.3,-1,-1,-1
172,197,243,graphml/Cogentco.graphml,1,,10,clustered,0.7;-0.3,-1,-1,-1
171,197,243,graphml/Cogentco.graphml,2,,5,clustered,0.7;-0.3,78,18,-1
170,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
169,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,9,9,9
168,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,245,37,-1
167,197,243,graphml/Cogentco.graphml,1,,3,clustered,0.7;-0.3,11,29,11
166,197,243,graphml/Cogentco.graphml,2,,9,clustered,0.7;-0.3,23,-1,23
165,197,243,graphml/Cogentco.graphml,2,,5,clustered,0.7;-0.3,-1,-1,-1
164,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,8,8,8
163,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,-1,-1,-1
162,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,-1,-1,-1
161,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,17,20,17
160,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
159,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,-1,-1,-1
158,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,18,27,18
157,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
156,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
155,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,-1,-1,-1
154,197,243,graphml/Cogentco.graphml,1,,8,clustered,0.7;-0.3,-1,-1,-1
153,197,243,graphml/Cogentco.graphml,1,,3,clustered,0.7;-0.3,-1,-1,-1
152,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,-1,-1,-1
151,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,-1,-1,-1
150,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.7;-0.3,9,9,9
149,197,243,graphml/Cogentco.graphml,3,,8,clustered,0.7;-0.3,83,16,-1
148,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.7;-0.3,-1,-1,-1
147,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,-1,-1,-1
146,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,-1,-1,-1
145,197,243,graphml/Cogentco.graphml,2,,5,clustered,0.7;-0.3,21,21,21
144,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
143,197,243,graphml/Cogentco.graphml,2,,5,clustered,0.7;-0.3,-1,-1,-1
142,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
141,197,243,graphml/Cogentco.graphml,3,,6,clustered,0.7;-0.3,-1,-1,-1
140,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.7;-0.3,16,16,16
139,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,-1,-1,-1
138,197,243,graphml/Cogentco.graphml,3,,8,clustered,0.7;-0.3,21,77,21
137,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,33,-1,33
136,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,2,2,2
135,197,243,graphml/Cogentco.graphml,1,,3,clustered,0.7;-0.3,-1,-1,-1
134,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,-1,-1,-1
133,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,-1,-1,-1
132,197,243,graphml/Cogentco.graphml,2,,10,clustered,0.7;-0.3,-1,-1,-1
131,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,21,20,21
130,197,243,graphml/Cogentco.graphml,1,,3,clustered,0.7;-0.3,-1,-1,-1
129,197,243,graphml/Cogentco.graphml,2,,5,clustered,0.7;-0.3,29,21,29
128,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,16,18,16
127,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,13,13,13
126,197,243,graphml/Cogentco.graphml,1,,10,clustered,0.7;-0.3,-1,-1,-1
125,197,243,graphml/Cogentco.graphml,1,,5,clustered,0.7;-0.3,97,-1,-1
124,197,243,graphml/Cogentco.graphml,2,,8,clustered,0.7;-0.3,-1,-1,-1
123,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,-1,-1,-1
122,197,243,graphml/Cogentco.graphml,2,,5,clustered,0.7;-0.3,7,17,7
121,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,22,57,22
120,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,17,57,17
119,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.7;-0.3,13,13,13
118,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.7;-0.3,15,15,15
117,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.7;-0.3,22,54,22
116,197,243,graphml/Cogentco.graphml,2,,5,clustered,0.7;-0.3,10,28,10
115,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,-1,-1,-1
114,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
113,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,21,15,21
112,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.7;-0.3,10,10,10
111,197,243,graphml/Cogentco.graphml,1,,6,clustered,0.7;-0.3,-1,-1,-1
110,197,243,graphml/Cogentco.graphml,2,,8,clustered,0.7;-0.3,-1,-1,-1
109,197,243,graphml/Cogentco.graphml,1,,6,clustered,0.7;-0.3,-1,-1,-1
108,197,243,graphml/Cogentco.graphml,2,,15,clustered,0.7;-0.3,-1,-1,-1
107,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,3,3,3
106,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,23,17,-1
105,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.7;-0.3,-1,-1,-1
104,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,14,33,14
103,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,-1,-1,-1
102,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
101,197,243,graphml/Cogentco.graphml,1,,5,clustered,0.7;-0.3,-1,-1,-1
100,197,243,graphml/Cogentco.graphml,3,,5,clustered,0.7;-0.3,-1,-1,-1
99,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,-1,-1,-1
98,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,-1,-1,-1
97,197,243,graphml/Cogentco.graphml,1,,6,clustered,0.7;-0.3,69,-1,-1
96,197,243,graphml/Cogentco.graphml,1,,5,clustered,0.7;-0.3,-1,-1,-1
95,197,243,graphml/Cogentco.graphml,1,,8,clustered,0.7;-0.3,-1,-1,-1
94,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,16,33,16
93,197,243,graphml/Cogentco.graphml,3,,10,clustered,0.7;-0.3,11,10,11
92,197,243,graphml/Cogentco.graphml,2,,5,clustered,0.7;-0.3,-1,-1,-1
91,197,243,graphml/Cogentco.graphml,2,,21,clustered,0.7;-0.3,328,-1,-1
90,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,-1,-1,-1
89,197,243,graphml/Cogentco.graphml,2,,13,clustered,0.7;-0.3,-1,-1,-1
88,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.7;-0.3,-1,-1,-1
87,197,243,graphml/Cogentco.graphml,1,,16,clustered,0.7;-0.3,16,30,16
86,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.7;-0.3,-1,-1,-1
85,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,64,24,-1
84,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,3,3,3
83,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,-1,-1,-1
82,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,27,-1,29
81,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,17,17,17
80,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
79,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.7;-0.3,21,21,21
78,197,243,graphml/Cogentco.graphml,1,,4,clustered,0.7;-0.3,-1,-1,-1
77,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
76,197,243,graphml/Cogentco.graphml,1,,10,clustered,0.7;-0.3,-1,-1,-1
75,197,243,graphml/Cogentco.graphml,1,,20,clustered,0.7;-0.3,77,33,71
74,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.7;-0.3,-1,-1,-1
73,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.7;-0.3,-1,-1,-1
72,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.7;-0.3,-1,-1,-1
71,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.7;-0.3,16,23,16
70,197,243,graphml/Cogentco.graphml,1,,6,clustered,0.7;-0.3,36,-1,34
