rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.6;-0.3,-1,-1,-1
199,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.6;-0.3,114,-1,-1
198,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,22,24,22
197,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,21,19,21
196,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.6;-0.3,-1,-1,-1
195,197,243,graphml/Cogentco.graphml,1,,3,clustered,0.6;-0.3,18,18,18
194,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,-1,-1,-1
193,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,17,17,17
192,197,243,graphml/Cogentco.graphml,3,,8,clustered,0.6;-0.3,-1,-1,-1
191,197,243,graphml/Cogentco.graphml,1,,5,clustered,0.6;-0.3,17,33,17
190,197,243,graphml/Cogentco.graphml,1,,3,clustered,0.6;-0.3,12,12,12
189,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,8,9,8
188,197,243,graphml/Cogentco.graphml,1,,3,clustered,0.6;-0.3,10,19,10
187,197,243,graphml/Cogentco.graphml,1,,3,clustered,0.6;-0.3,-1,-1,-1
186,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.6;-0.3,21,58,41
185,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.6;-0.3,-1,-1,-1
184,197,243,graphml/Cogentco.graphml,3,,2,clustered,0.6;-0.3,22,39,42
183,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,-1,-1,-1
182,197,243,graphml/Cogentco.graphml,3,,3,clustered,0.6;-0.3,-1,-1,-1
181,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,5,22,5
180,197,243,graphml/Cogentco.graphml,3,,11,clustered,0.6;-0.3,16,14,-1
179,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.6;-0.3,11,11,11
178,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.6;-0.3,11,11,11
177,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.6;-0.3,4,4,4
176,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.6;-0.3,18,19,18
175,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.6;-0.3,-1,-1,-1
174,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.6;-0.3,10,10,10
173,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,-1,-1,-1
172,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.6;-0.3,23,23,23
171,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,26,54,26
170,197,243,graphml/Cogentco.graphml,2,,8,clustered,0.6;-0.3,36,27,24
169,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.6;-0.3,29,50,29
168,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,11,43,11
167,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.6;-0.3,-1,-1,-1
166,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.6;-0.3,-1,-1,-1
165,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.6;-0.3,3,3,3
164,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,13,7,13
163,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,-1,-1,-1
162,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.6;-0.3,10,10,10
161,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,22,74,22
160,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,-1,-1,-1
159,197,243,graphml/Cogentco.graphml,2,,6,clustered,0.6;-0.3,6,6,6
158,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,19,19,19
157,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.6;-0.3,21,44,21
156,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.6;-0.3,21,38,21
155,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.6;-0.3,10,10,10
154,197,243,graphml/Cogentco.graphml,3,,3,clustered,0.6;-0.3,8,15,8
153,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.6;-0.3,41,80,41
