rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
53,197,243,graphml/Cogentco.graphml,1,,4,clustered,0.5;-0.3,42,29,42
52,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.5;-0.3,-1,-1,-1
51,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.5;-0.3,21,21,21
50,197,243,graphml/Cogentco.graphml,2,,5,clustered,0.5;-0.3,15,36,15
49,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.5;-0.3,24,18,24
48,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.5;-0.3,16,47,16
47,197,243,graphml/Cogentco.graphml,2,,5,clustered,0.5;-0.3,12,15,12
46,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.5;-0.3,8,8,8
45,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,8,8,8
44,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,20,44,20
43,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.5;-0.3,35,19,-1
42,197,243,graphml/Cogentco.graphml,3,,7,clustered,0.5;-0.3,3,3,3
41,197,243,graphml/Cogentco.graphml,1,,3,clustered,0.5;-0.3,-1,-1,-1
40,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.5;-0.3,-1,-1,-1
39,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.5;-0.3,15,15,15
38,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,28,70,28
37,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,-1,-1,-1
36,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,3,3,3
35,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,14,14,14
34,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,24,33,24
33,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.5;-0.3,26,20,26
32,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.5;-0.3,13,13,13
31,197,243,graphml/Cogentco.graphml,2,,5,clustered,0.5;-0.3,10,10,10
30,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,22,22,38
29,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.5;-0.3,16,16,16
28,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,-1,-1,-1
27,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,12,20,20
26,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,38,28,16
25,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,5,5,5
24,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,5,5,5
23,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.5;-0.3,20,20,20
22,197,243,graphml/Cogentco.graphml,1,,3,clustered,0.5;-0.3,-1,-1,-1
21,197,243,graphml/Cogentco.graphml,3,,2,clustered,0.5;-0.3,8,8,8
20,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.5;-0.3,8,8,8
19,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.5;-0.3,9,9,9
18,197,243,graphml/Cogentco.graphml,3,,2,clustered,0.5;-0.3,11,13,11
17,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.5;-0.3,9,9,9
16,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.5;-0.3,4,4,4
15,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,17,56,17
14,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,15,32,15
13,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.5;-0.3,17,57,17
12,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.5;-0.3,2,6,2
11,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,15,39,15
10,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,9,9,9
9,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,25,26,25
8,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.5;-0.3,15,15,15
7,197,243,graphml/Cogentco.graphml,3,,3,clustered,0.5;-0.3,12,26,12
6,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,-1,-1,-1
5,197,243,graphml/Cogentco.graphml,1,,5,clustered,0.5;-0.3,15,15,15
4,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.5;-0.3,20,-1,20
3,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.5;-0.3,18,18,18
2,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.5;-0.3,10,10,10
1,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.5;-0.3,13,14,13
