rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,197,243,graphml/Cogentco.graphml,3,3,6,random,-1,4,4,4
199,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,16,16,16
198,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,4,6,4
197,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,3,3,3
196,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,3,3,3
195,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,6,6,6
194,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,9,9,9
193,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,16,16,16
192,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,21,21,21
191,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,4,7,4
190,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,2,2,2
189,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,11,11,11
188,197,243,graphml/Cogentco.graphml,3,3,6,random,-1,8,9,8
187,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,7,7,7
186,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,6,6,6
185,197,243,graphml/Cogentco.graphml,3,3,6,random,-1,18,18,18
184,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,6,6,6
183,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,8,8,8
182,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,13,16,13
181,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,17,17,17
180,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,15,16,15
179,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,18,18,18
178,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,4,4,4
177,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,10,14,10
176,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,12,13,12
175,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,3,3,3
174,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,9,10,9
173,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,6,6,6
172,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,6,8,6
171,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,11,11,11
170,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,4,4,4
169,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,9,9,9
168,197,243,graphml/Cogentco.graphml,3,3,6,random,-1,6,6,6
167,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,7,7,7
166,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,7,7,7
165,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,5,5,5
164,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,11,14,11
163,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,14,7,14
162,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,2,2,2
161,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,14,18,14
160,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,17,17,17
159,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,22,22,22
158,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,7,7,7
157,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,13,23,13
156,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,3,3,3
155,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,3,3,3
154,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,6,6,6
153,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,5,5,5
152,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,5,5,5
151,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,4,4,4
150,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,17,17,17
149,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,6,8,6
148,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,16,16,16
147,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,23,30,23
146,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,13,15,13
145,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,7,7,7
144,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,18,18,18
143,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,12,12,12
142,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,3,3,3
141,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,2,2,2
140,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,-1,-1,-1
139,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,12,12,12
138,197,243,graphml/Cogentco.graphml,3,3,6,random,-1,2,2,2
137,197,243,graphml/Cogentco.graphml,3,3,6,random,-1,10,10,10
136,197,243,graphml/Cogentco.graphml,3,3,6,random,-1,16,18,13
135,197,243,graphml/Cogentco.graphml,3,3,6,random,-1,8,8,8
134,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,12,12,12
133,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,11,11,11
132,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,13,13,13
131,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,5,5,5
130,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,4,4,4
129,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,8,10,8
128,197,243,graphml/Cogentco.graphml,3,3,6,random,-1,9,9,9
127,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,8,9,8
126,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,14,9,14
125,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,13,13,13
124,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,6,6,6
123,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,2,2,2
122,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,10,10,10
121,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,16,16,16
120,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,9,9,9
119,197,243,graphml/Cogentco.graphml,1,3,0,random,-1,11,11,11
118,197,243,graphml/Cogentco.graphml,2,3,3,random,-1,6,6,6
117,197,243,graphml/Cogentco.graphml,3,3,6,random,-1,5,5,5
