rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,15,15,15
199,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,12,12,12
198,197,243,graphml/Cogentco.graphml,1,2,0,random,-1,16,16,16
197,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,14,24,14
196,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,4,4,4
195,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,13,15,13
194,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,23,14,14
193,197,243,graphml/Cogentco.graphml,1,2,0,random,-1,16,16,16
192,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,13,15,13
191,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,7,7,7
190,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,16,21,16
189,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,15,18,15
188,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,8,8,8
187,197,243,graphml/Cogentco.graphml,1,2,0,random,-1,9,9,9
186,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,5,5,5
185,197,243,graphml/Cogentco.graphml,1,2,0,random,-1,7,7,7
184,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,2,4,2
183,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,15,15,15
182,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,12,15,12
181,197,243,graphml/Cogentco.graphml,1,2,0,random,-1,10,10,10
180,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,3,3,3
179,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,16,22,16
178,197,243,graphml/Cogentco.graphml,1,2,0,random,-1,9,9,9
177,197,243,graphml/Cogentco.graphml,2,2,2,random,-1,11,14,11
176,197,243,graphml/Cogentco.graphml,1,2,0,random,-1,8,8,8
175,197,243,graphml/Cogentco.graphml,1,2,0,random,-1,14,14,14
