rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,18,21,18
199,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,2,2,2
198,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,14,14,14
197,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,10,10,10
196,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,18,19,18
195,197,243,graphml/Cogentco.graphml,1,1,0,random,-1,8,8,8
194,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,13,13,13
193,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,6,9,6
192,197,243,graphml/Cogentco.graphml,1,1,0,random,-1,6,6,6
191,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,13,13,13
190,197,243,graphml/Cogentco.graphml,1,1,0,random,-1,7,7,7
189,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,14,20,14
188,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,14,19,14
187,197,243,graphml/Cogentco.graphml,3,1,2,random,-1,8,8,8
186,197,243,graphml/Cogentco.graphml,1,1,0,random,-1,4,4,4
185,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,15,16,15
184,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,5,5,5
183,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,14,16,14
182,197,243,graphml/Cogentco.graphml,3,1,2,random,-1,5,5,5
181,197,243,graphml/Cogentco.graphml,1,1,0,random,-1,14,14,14
180,197,243,graphml/Cogentco.graphml,1,1,0,random,-1,6,6,6
179,197,243,graphml/Cogentco.graphml,1,1,0,random,-1,9,9,9
178,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,8,8,8
177,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,20,20,20
176,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,11,11,11
175,197,243,graphml/Cogentco.graphml,1,1,0,random,-1,11,11,11
174,197,243,graphml/Cogentco.graphml,1,1,0,random,-1,10,10,10
173,197,243,graphml/Cogentco.graphml,3,1,2,random,-1,8,8,8
172,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,5,5,5
171,197,243,graphml/Cogentco.graphml,1,1,0,random,-1,6,6,6
170,197,243,graphml/Cogentco.graphml,1,1,0,random,-1,13,13,13
169,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,8,9,8
168,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,16,17,16
167,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,9,14,9
166,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,2,7,2
165,197,243,graphml/Cogentco.graphml,1,1,0,random,-1,13,13,13
164,197,243,graphml/Cogentco.graphml,3,1,2,random,-1,6,6,6
163,197,243,graphml/Cogentco.graphml,2,1,1,random,-1,16,17,16
